EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
1,2,289,21500332,,,8:53,3,5,0,0,2546,Carmelo Anthony,NYK,New York,1610612752,Knicks,0,,,,,,0,,,,,,,,MISS Anthony 22' Jump Shot,12:06 AM
0,4,290,21500332,McLemore REBOUND (Off:0 Def:2),,8:53,3,4,0,0,203463,Ben McLemore,SAC,Sacramento,1610612758,Kings,0,,,,,,0,,,,,,,,,12:06 AM
42,1,291,21500332,Casspi 4' Driving Layup (9 PTS) (Rondo 8 AST),,8:47,3,4,4,0,201956,Omri Casspi,SAC,Sacramento,1610612758,Kings,200765,Rajon Rondo,SAC,Sacramento,1610612758,Kings,0,,,,,,45 - 57,12,,12:06 AM
80,1,292,21500332,,,8:35,3,5,0,0,2546,Carmelo Anthony,NYK,New York,1610612752,Knicks,0,,,,,,0,,,,,,47 - 57,10,Anthony 15' Step Back Jump Shot (11 PTS),12:06 AM
1,2,293,21500332,MISS Gay 25' 3PT Jump Shot,,8:24,3,4,0,0,200752,Rudy Gay,SAC,Sacramento,1610612758,Kings,0,,,,,,0,,,,,,,,,12:06 AM
0,4,294,21500332,,,8:24,3,5,0,0,201167,Arron Afflalo,NYK,New York,1610612752,Knicks,0,,,,,,0,,,,,,,,Afflalo REBOUND (Off:0 Def:3),12:06 AM
45,5,295,21500332,,,8:19,3,5,0,0,2546,Carmelo Anthony,NYK,New York,1610612752,Knicks,0,,,,,,0,,,,,,,,Anthony Out of Bounds - Bad Pass Turnover Turnover (P3.T14),12:06 AM
1,1,296,21500332,Gay 12' Jump Shot (7 PTS),,8:04,3,4,0,0,200752,Rudy Gay,SAC,Sacramento,1610612758,Kings,0,,,,,,0,,,,,,47 - 59,12,,12:06 AM
1,2,297,21500332,,,7:51,3,5,0,0,201167,Arron Afflalo,NYK,New York,1610612752,Knicks,0,,,,,,0,,,,,,,,MISS Afflalo  3PT Jump Shot,12:07 AM
0,4,298,21500332,Cousins REBOUND (Off:0 Def:4),,7:51,3,4,0,0,202326,DeMarcus Cousins,SAC,Sacramento,1610612758,Kings,0,,,,,,0,,,,,,,,,12:07 AM
